,Identifiant,ft_2_categ,EXPO,ft_4_categ,ft_5_categ,ft_6_categ,ft_7_categ,ft_8_categ,ft_9_categ,ft_10_categ,ft_11_categ,ft_12_categ,ft_13_categ,ft_14_categ,ft_15_categ,ft_16_categ,ft_17_categ,ft_18_categ,ft_19_categ,superficief,ft_21_categ,ft_22_categ,ft_23_categ,ft_24_categ,Insee,target
209,12067,2016,"0,99726776",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,585,3,1980,0,   .,64483,0
210,10919,2012,1,1,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,effpi,2,1200,2,1800,0,4,78646,0
211,17460,2012,1,0,V,N,3,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,7764,3,1930,1,5,59599,1
212,19822,2016,"0,967213115",0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,2733,1,2009,0,3,84035,0
213,7914,2015,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,600,3,1980,0,   .,92044,0
214,4232,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,650,2,1960,0,   .,31555,0
215,11989,2013,0,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,9030,2,1960,0,   .,95219,1
216,7872,2015,"0,832876712",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,450,4,1960,0,   .,6159,0
217,9004,2015,1,0,V,N,1,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,pi,2,1734,3,1890,0,7,92051,1
218,9664,2014,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,5700,2,1960,0,   .,13208,1
219,19916,2016,1,0,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,6472,1,2016,0,6,74298,1
220,10960,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1170,2,1980,0,   .,63113,0
221,11328,2015,"0,328767123",1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2768,2,1988,0,   .,31341,1
222,19087,2015,1,0,V,N,2,O,1,O,N,O,N,N,AUTRE,IDENTIQUE,V,pi,2,1500,1,1989,0.3,4,74159,0
223,16161,2013,1,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,4500,2,2006,0.6,2,31561,0
224,3683,2016,"0,99726776",0,V,N,2,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,pi,2,970,1,1970,0,5,63075,0
225,7448,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,926,1,1960,0,   .,84007,0
226,7838,2013,"0,695890411",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,280,2,1960,0,   .,13206,0
227,16952,2013,1,1,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,3600,1,1970,0,4,84007,0
228,16439,2014,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,pi,2,280,2,1930,0.3,3,83099,0
229,17760,2013,1,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,1800,3,1965,0.3,5,94002,0
230,16998,2013,"0,120547945",1,V,N,1,O,1,O,N,N,O,O,AUTRE,IDENTIQUE,V,pi,2,1200,3,1960,0,6,94067,0
231,11641,2012,"0,666666667",0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,200,1,1950,0,2,49007,0
232,14078,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,600,4,1980,0,   .,6104,0
233,3152,2014,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,730,2,1930,0,5,30007,0
234,19314,2014,1,0,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,V,2,2363,2,2013,0,4,83009,0
235,10924,2014,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1100,2,1960,0,   .,13203,0
236,820,2013,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,pi,2,3330,1,1975,0.3,4,27229,0
237,5701,2013,"0,515068493",1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,300,3,1900,0.3,1,94003,0
238,9276,2016,"0,99726776",1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1250,4,,0,   .,75115,1
239,15177,2013,1,1,V,N,1,O,1,O,N,N,O,O,AUTRE,IDENTIQUE,V,effpi,1,350,2,2005,0.3,3,64125,0
240,6717,2014,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1011,2,1980,0,   .,83126,0
241,7748,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,320,1,1988,0,   .,91570,0
242,15822,2012,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,2800,2,2005,0.3,5,59508,0
243,17065,2013,0,1,V,N,3,O,1,O,N,N,O,O,AUTRE,IDENTIQUE,V,effpi,2,713,3,1950,0,4,92050,0
244,17363,2014,"0,493150685",0,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,19570,2,2011,0,>=10,13205,1
245,13252,2013,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,3900,2,1980,0,   .,40273,1
246,5046,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,320,2,1960,0,   .,62108,0
247,17927,2013,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,525,2,1930,0,5,13206,0
248,7235,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1040,2,1988,0,   .,78650,0
249,18344,2012,"0,836065574",0,V,N,2,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,3805,1,1970,0,4,63113,0
250,10689,2012,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,1,550,1,1920,0.3,2,13050,0
251,7866,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1200,2,1988,0,   .,38082,0
252,6422,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1400,1,1988,0,   .,13117,0
253,6931,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,410,2,1960,0,   .,38053,0
254,14853,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,310,2,1988,0,   .,34120,0
255,13207,2012,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,1711,2,2007,0,8,76259,0
256,10594,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,260,2,1960,0,   .,13202,0
257,4363,2012,0,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,647,3,1960,0,   .,94056,0
258,10735,2014,"0,77260274",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1238,3,1988,0,   .,2A008,0
259,15016,2012,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,640,4,1960,0,   .,75114,1
260,17430,2015,1,1,V,N,2,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,effpi,2,1500,4,2001,0,6,75115,1
261,19763,2015,"0,619178082",0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,V,2,2322,2,2007,0,2,83115,0
262,11827,2012,"0,890710383",1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,150,1,1988,0,   .,13005,0
263,17533,2013,1,0,V,N,1,O,1,O,N,N,N,O,AUTRE,IDENTIQUE,V,V,2,1706,2,1996,0.3,2,66182,0
264,3601,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,400,2,1960,0,   .,21231,0
265,4836,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,900,2,1980,0,   .,62193,0
266,9698,2015,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,1990,2,1900,0,6,13208,0
267,11377,2016,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,1600,1,1965,0,4,43251,0
268,8617,2015,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,680,2,1900,0,3,26281,0
269,16259,2013,0,1,V,N,1,O,1,O,N,N,O,O,AUTRE,IDENTIQUE,V,pi,2,2513,4,1897,0,6,75115,0
270,12058,2012,1,0,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,2200,3,1980,0,6,67482,0
271,18815,2013,"0,646575342",1,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,effpi,2,6050,1,1990,0,3,44162,0
272,4121,2012,1,0,V,N,3,O,1,O,N,O,N,N,AUTRE,IDENTIQUE,V,base,2,2205,1,1977,0,>=10,73065,0
273,8560,2015,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,effpi,2,1340,4,1945,0,3,6029,0
274,15926,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,V,V,2,,1,1950,V,   .,,0
275,13125,2015,"0,747945205",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2000,2,1960,0,   .,34172,0
276,17542,2012,1,1,V,N,2,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,pi,2,2385,2,1970,0.3,3,31555,0
277,9633,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1700,1,1988,0,   .,74056,0
278,15614,2012,1,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,300,1,1970,0.3,3,91161,0
279,7738,2015,1,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,1300,2,1960,0,4,83036,0
280,3253,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2900,1,1980,0,   .,5177,1
281,17471,2014,1,1,V,N,2,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,486,2,1920,0,2,95197,0
282,18490,2015,1,0,V,N,2,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,effpi,2,11000,2,1971,0.3,2,77215,1
283,3125,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1705,2,1960,0,   .,13201,1
284,5780,2012,1,1,V,N,3,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,800,4,2011,0,3,75120,1
285,16738,2014,1,0,V,N,1,O,1,O,N,N,N,O,AUTRE,IDENTIQUE,V,base,2,1935,1,1950,0,4,35288,0
286,3675,2015,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2079,2,1988,0,   .,14341,1
287,1936,2014,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1090,2,1960,0,   .,34032,0
288,15300,2015,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,590,1,1970,0.3,3,19031,0
289,4068,2015,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1550,1,1960,0,   .,91174,0
290,18334,2012,"0,836065574",1,V,N,3,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,1100,2,2012,0,4,59527,0
291,2591,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2357,2,1980,0,   .,14118,1
292,1223,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,310,2,1960,0,   .,62193,0
293,5874,2014,0,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,190,3,,0,   .,33063,0
294,8151,2015,"0,495890411",0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,pi,2,500,3,1903,0,3,38185,0
295,8525,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1530,4,,0,   .,6004,1
296,11330,2016,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1421,2,1960,0,   .,30334,1
297,1432,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,659,2,1960,0,   .,21231,0
298,7632,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,170,1,1960,0,   .,13042,0
299,19062,2013,1,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,450,3,1900,0.3,3,33063,0
300,12911,2016,"0,99726776",1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2223,3,,0,   .,93014,1
301,10050,2014,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1257,2,,0,   .,80021,1
302,5066,2016,"0,415300546",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,800,2,1960,0,   .,38185,0
303,7957,2016,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2640,3,1980,0,   .,83137,1
304,2230,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,250,2,1980,0,   .,83129,0
305,9868,2013,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,400,2,1960,0,   .,95428,0
306,16098,2016,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,2850,2,2004,0,5,59178,1
307,1058,2013,"0,161643836",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1800,2,1980,0,   .,62261,0
308,11457,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,6154,2,1988,0,   .,31113,1
309,8558,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2394,4,,0,   .,6029,1
310,16437,2013,1,0,V,N,2,O,1,O,N,O,N,N,AUTRE,IDENTIQUE,V,pi,2,625,1,1969,0.3,3,84129,0
311,19210,2015,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,505,2,1900,0,4,13206,0
312,11899,2012,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,900,2,1980,0,   .,38071,0
313,15868,2012,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,10573,4,1972,0,9,6083,1
314,11286,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,820,4,1980,0,   .,6159,0
315,4084,2016,"0,99726776",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,878,2,,0,   .,64260,0
316,8623,2012,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,pi,2,900,2,1950,0,3,26058,0
317,11104,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,436,2,1980,0,   .,95051,0
318,7124,2015,1,0,V,N,V,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,1,900,2,1964,0,5,38151,0
319,15672,2014,1,1,V,N,1,O,1,O,N,N,O,O,AUTRE,IDENTIQUE,V,pi,2,600,4,1950,0,5,75114,1
320,10106,2014,"0,761643836",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,500,2,1960,0,   .,13206,0
321,8563,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,650,4,,0,   .,6004,0
322,5921,2014,0,0,V,V,V,V,V,V,V,V,V,V,V,V,V,base,2,204,3,,0,   .,94016,0
323,8996,2016,"0,99726776",0,V,N,1,O,1,O,N,N,O,O,AUTRE,IDENTIQUE,V,base,2,1100,4,1920,0,7,75111,1
324,12033,2012,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,625,4,,0,   .,75118,1
325,1959,2016,"0,99726776",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1000,4,1980,0,   .,6088,0
326,1859,2012,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,1,1360,1,1979,0,3,12176,0
327,798,2012,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,1,800,3,1960,0,   .,94002,0
328,8007,2014,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,586,3,,0,   .,93053,0
329,1514,2014,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,105,2,1980,0,   .,21231,0
330,2992,2014,0,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,460,2,,0,   .,13203,0
331,8583,2014,"0,747945205",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,3500,4,,0,   .,6044,1
332,18793,2015,"0,983561644",1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,2842,2,2012,0,3,69149,0
333,11516,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,468,2,1980,0,   .,77316,0
334,1951,2012,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,3900,3,1950,0,7,38185,1
335,13073,2013,"0,860273973",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,50,3,1980,0,   .,38185,0
336,9452,2012,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,430,2,,0,   .,95280,0
337,19017,2016,"0,967213115",1,V,N,3,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,2892,3,2012,0,3,33281,0
338,10509,2016,"0,99726776",0,V,N,2,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,effpi,2,7350,2,1955,0,8,13208,1
339,4677,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,820,1,1960,0,   .,50218,0
340,4714,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,265,2,1960,0,   .,13207,0
341,1525,2015,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,1480,1,1983,0,3,74190,0
342,10690,2013,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,1,550,1,1920,0.3,2,13050,0
343,4762,2013,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1972,2,1960,0,   .,13001,0
344,10512,2014,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2420,2,1988,0,   .,90099,1
345,4386,2015,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,838,1,1988,0,   .,5023,0
346,16222,2012,1,1,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,pi,2,3260,1,1900,0,4,33243,0
347,3212,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1891,2,1980,0,   .,13213,1
348,14971,2013,1,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,824,3,1893,0,5,92012,0
349,12434,2014,"0,495890411",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2600,1,1988,0,   .,74136,0
350,4946,2013,"0,197260274",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,100,1,1980,0,   .,91174,0
351,14526,2013,"0,561643836",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,700,2,1980,0,   .,31066,0
352,14264,2013,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,286,3,1960,0,4,94033,0
353,11463,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1400,2,1960,0,   .,13216,1
354,2503,2016,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,450,3,1980,0,   .,83137,0
355,8481,2013,1,0,V,N,1,O,1,O,N,O,N,N,AUTRE,IDENTIQUE,V,pi,2,830,4,1960,0,4,6159,1
356,4832,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,250,2,1960,0,   .,34172,0
357,8251,2016,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,4500,3,,0,   .,2B033,1
358,1168,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1500,2,1980,0,   .,34324,1
359,16280,2012,1,0,V,N,2,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,3000,3,1982,0.3,5,59512,1
360,438,2014,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1000,2,1980,0,   .,34032,0
361,2249,2015,"0,495890411",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,800,1,,0,   .,74010,0
362,1057,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1150,2,1988,0,   .,62571,0
363,16466,2012,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,1300,1,1970,0,5,35093,0
364,9580,2014,"0,161643836",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,550,2,1960,0,   .,13206,0
365,1667,2013,1,1,V,N,2,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,base,2,9000,2,1960,0,6,83126,1
366,16928,2016,"0,081967213",0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,3800,1,1995,0,4,35288,0
367,15740,2014,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,1,327,2,1940,0.3,3,67500,0
368,11399,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,680,2,1960,0,   .,13203,0
369,9562,2014,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,700,2,1960,0,   .,13201,0
370,5405,2015,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2600,2,1988,0,   .,42218,1
371,18618,2015,"0,479452055",0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,2000,2,2012,0,3,38400,0
372,6179,2014,"0,904109589",1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,186,1,1980,0,   .,13086,0
373,5178,2016,"0,99726776",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1360,4,1980,0,   .,6083,1
374,15535,2015,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,2450,1,2009,0,3,74016,0
375,8570,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,3980,4,,0,   .,6004,1
376,4072,2015,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,8500,4,1980,0,   .,6104,1
377,3622,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1370,1,1988,0,   .,22054,0
378,3730,2014,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,260,2,,0,   .,64122,0
379,12461,2013,"0,246575342",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,400,2,1960,0,   .,31042,0
380,17922,2014,1,1,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,12228,3,1978,0,9,33281,1
381,6853,2012,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,700,2,1990,0,4,63113,0
382,9932,2015,1,0,V,N,2,N,1,O,N,O,N,N,AUTRE,IDENTIQUE,V,effpi,2,3326,1,1975,0.6,6,74056,0
383,9283,2016,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,350,4,,0,   .,75118,0
384,12962,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,410,2,1960,0,   .,76351,0
385,3526,2014,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,287,2,1980,0,   .,83137,0
386,17700,2015,1,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,1,200,3,1960,0.3,3,94068,0
387,13567,2016,"0,99726776",0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,1,370,2,1970,0,2,34172,0
388,11638,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1700,3,1988,0,   .,54395,1
389,1521,2012,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2534,1,,0,   .,74008,1
390,14952,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1980,1,1980,0,   .,71543,0
391,16874,2014,1,1,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,405,3,1960,0,3,93045,0
392,14831,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,3850,2,1980,0,   .,64122,1
393,18492,2016,"0,99726776",1,V,N,3,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,base,2,2520,4,1950,0,9,75107,1
394,11843,2013,"0,123287671",1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2200,4,1960,0,   .,75113,0
395,11038,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,570,1,1980,0,   .,86194,0
396,5827,2013,"0,41369863",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,408,3,1960,0,   .,92009,0
397,5860,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1484,1,1980,0,   .,7281,0
398,8139,2016,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,800,3,,0,   .,94080,0
399,16219,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,V,V,2,,3,1930,V,   .,,0
400,11223,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,820,2,,0,   .,51454,0
401,4969,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1152,1,,0,   .,7186,0
402,17691,2012,"0,74863388",0,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,500,2,2010,0,2,68224,0
403,6820,2015,1,0,V,N,1,O,1,O,N,N,O,O,AUTRE,IDENTIQUE,V,base,2,1700,3,1880,0,6,67482,0
404,10941,2015,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2650,2,1960,0,   .,34172,1
405,16110,2012,1,0,V,N,2,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,11950,2,1970,0.3,1,77215,1
406,2557,2014,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1900,2,1960,0,   .,13208,1
407,8768,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1000,4,1960,0,   .,6088,0
408,7323,2014,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1150,3,1960,0,   .,94042,0
409,8734,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,255,4,,0,   .,6088,0
410,18788,2012,"0,346994536",1,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,2200,2,1988,0,6,31555,0
411,17921,2016,"0,99726776",1,V,N,1,O,1,O,N,N,N,O,AUTRE,IDENTIQUE,V,base,2,520,4,1920,0.3,4,75111,1
412,4655,2012,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1280,3,,0,   .,33063,0
413,15735,2012,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,8150,3,1960,0.3,6,2A004,1
414,6873,2016,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,976,1,1980,0,   .,36044,0
415,12338,2013,"0,235616438",1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1400,1,1988,0,   .,33214,0
416,7977,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1250,2,,0,   .,42218,0
417,19733,2016,"0,99726776",0,V,N,1,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,base,2,400,2,1900,0.6,4,57630,0
418,16265,2015,1,1,V,N,2,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,pi,2,1300,3,1960,0.3,5,94069,1
419,9977,2012,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,250,2,1960,0.6,3,34003,0
